idMLL	id	Type	Sub	Ori	LblEN	LblLNG	LastUpd	LastUpdTrad	User	Lng
1259	25636	Pop	Nnn	TbPatPrv	Black Maori		2014-09-15 10:39:00		dbo	pl	
1261	25643	Pop	Nnn	TbPatPrv	Bukhara Jews in Israel		2014-09-15 10:39:00		dbo	pl	
1263	25650	Pop	Nnn	TbPatPrv	Caribbean		2014-09-15 10:39:00		dbo	pl	
1265	25657	Pop	Nnn	TbPatPrv	Caucasians		2014-09-15 10:39:00		dbo	pl	
1267	25664	Pop	Nnn	TbPatPrv	Caucasians in Norway		2014-09-15 10:39:00		dbo	pl	
1269	25671	Pop	Nnn	TbPatPrv	Caucasians in USA		2014-09-15 10:39:00		dbo	pl	
1271	25678	Pop	Nnn	TbPatPrv	Choctaw Native Americans		2014-09-15 10:39:00		dbo	pl	
1273	25685	Pop	Nnn	TbPatPrv	Consanguineous population in Pakistan		2014-09-15 10:39:00		dbo	pl	
1275	25692	Pop	Nnn	TbPatPrv	Eastern European Jews		2014-09-15 10:39:00		dbo	pl	
1277	25699	Pop	Nnn	TbPatPrv	Endemic tropical regions inhabitants		2014-09-15 10:39:00		dbo	pl	
1279	25706	Pop	Nnn	TbPatPrv	Flores Island inhabitants		2014-09-15 10:39:00		dbo	pl	
1281	25713	Pop	Nnn	TbPatPrv	Gaza inhabitants		2014-09-15 10:39:00		dbo	pl	
1283	25720	Pop	Nnn	TbPatPrv	Guam Island inhabitants		2014-09-15 10:39:00		dbo	pl	
1285	25727	Pop	Nnn	TbPatPrv	Han chinese in Taiwan		2014-09-15 10:39:00		dbo	pl	
1287	25734	Pop	Nnn	TbPatPrv	Hawaiians		2014-09-15 10:39:00		dbo	pl	
1289	25741	Pop	Nnn	TbPatPrv	Indian populations		2014-09-15 10:39:00		dbo	pl	
1291	25748	Pop	Nnn	TbPatPrv	Inner Mongolians		2014-09-15 10:39:00		dbo	pl	
1293	25755	Pop	Nnn	TbPatPrv	Iranian Kurds		2014-09-15 10:39:00		dbo	pl	
1295	25762	Pop	Nnn	TbPatPrv	Iraqi Jews		2014-09-15 10:39:00		dbo	pl	
1297	25769	Pop	Nnn	TbPatPrv	Island of Newfoundland inhabitants		2014-09-15 10:39:00		dbo	pl	
1299	25776	Pop	Nnn	TbPatPrv	Libyan Jews		2014-09-15 10:39:00		dbo	pl	
1301	25783	Pop	Nnn	TbPatPrv	Mallorca inhabitants		2014-09-15 10:39:00		dbo	pl	
1303	25790	Pop	Nnn	TbPatPrv	Manitoba inhabitants		2014-09-15 10:39:00		dbo	pl	
1305	25797	Pop	Nnn	TbPatPrv	Mediterranean region inhabitants		2014-09-15 10:39:00		dbo	pl	
1307	25804	Pop	Nnn	TbPatPrv	Middle-Eastern region inhabitants		2014-09-15 10:39:00		dbo	pl	
1309	25811	Pop	Nnn	TbPatPrv	Navajos		2014-09-15 10:39:00		dbo	pl	
1311	25818	Pop	Nnn	TbPatPrv	Naxos island inhabitants		2014-09-15 10:39:00		dbo	pl	
1313	25825	Pop	Nnn	TbPatPrv	New South Wales inhabitants		2014-09-15 10:39:00		dbo	pl	
1315	25832	Pop	Nnn	TbPatPrv	Oriental Jews		2014-09-15 10:39:00		dbo	pl	
1317	25839	Pop	Nnn	TbPatPrv	Pacific Islanders		2014-09-15 10:39:00		dbo	pl	
1319	25846	Pop	Nnn	TbPatPrv	Panay islanders, Philippines		2014-09-15 10:39:00		dbo	pl	
1321	25853	Pop	Nnn	TbPatPrv	Persan Jews		2014-09-15 10:39:00		dbo	pl	
1323	25860	Pop	Nnn	TbPatPrv	Puerto Ricans		2014-09-15 10:39:00		dbo	pl	
1325	25867	Pop	Nnn	TbPatPrv	Quebec inhabitants		2014-09-15 10:39:00		dbo	pl	
1327	25874	Pop	Nnn	TbPatPrv	Saguenay Lac Saint Jean inhabitants		2014-09-15 10:39:00		dbo	pl	
1329	25881	Pop	Nnn	TbPatPrv	Sardinia inhabitants		2014-09-15 10:39:00		dbo	pl	
1331	25888	Pop	Nnn	TbPatPrv	Scandinavians		2014-09-15 10:39:00		dbo	pl	
1333	25895	Pop	Nnn	TbPatPrv	Scotland inhabitants		2014-09-15 10:39:00		dbo	pl	
1335	25902	Pop	Nnn	TbPatPrv	Sicily inhabitants		2014-09-15 10:39:00		dbo	pl	
1337	25909	Pop	Nnn	TbPatPrv	South African Afrikaaners inhabitants		2014-09-15 10:39:00		dbo	pl	
1339	25916	Pop	Nnn	TbPatPrv	South Wales inhabitants		2014-09-15 10:39:00		dbo	pl	
1341	25923	Pop	Nnn	TbPatPrv	Spanish Gypsies		2014-09-15 10:39:00		dbo	pl	
1343	25930	Pop	Nnn	TbPatPrv	Sub-Saharan Blacks		2014-09-15 10:39:00		dbo	pl	
1345	25937	Pop	Nnn	TbPatPrv	Tagus River Valley inhabitants		2014-09-15 10:39:00		dbo	pl	
1347	25944	Pop	Nnn	TbPatPrv	Turkish in Germany		2014-09-15 10:39:00		dbo	pl	
1349	25951	Pop	Nnn	TbPatPrv	Wales inhabitants  		2014-09-15 10:39:00		dbo	pl	
1351	25958	Sta	Nnn	TbPatPrv	Validated	Zwalidowany	2014-09-15 14:55:00	2018-04-12	dkarczma	pl	
1353	25965	Sta	Nnn	TbPatPrv	Not yet validated	Jeszcze niezwalidowane	2014-09-15 14:55:00	2018-04-12	dkarczma	pl	
1355	25972	Ass	Gen	TlPHP	Disease-causing germline mutation(s) (loss of function) in	Choroba spowodowana mutacjami germinalnymi (utrata funkcji) w 	2016-12-16 14:19:00	2018-04-12	dkarczma	pl	
1357	25979	Ass	Gen	TlPHP	Disease-causing germline mutation(s) (gain of function) in	Choroba spowodowana mutacjami germinalnymi (nabycie funkcji) w 	2016-12-16 14:19:00	2018-04-12	dkarczma	pl	
1359	25986	Gen	Loc	TbPat	Disorder-associated locus	locus	2017-06-28 13:04:00	2018-04-12	dkarczma	pl	
1361	25993	Gen	Pro	TbPat	gene with protein product	Gen z produktem białkowym	2014-09-15 14:35:00	2018-04-12	dkarczma	pl	
1363	26046	Gen	Ncr	TbPat	Non-coding RNA	Niekodujący RNA	2014-09-15 14:35:00	2018-04-12	dkarczma	pl	
1365	26928	Typ	Rch	TbAct	Natural history study	Badanie z zakresu historii naturalnej	2014-12-19 14:32:00	2018-04-12	dkarczma	pl	
1367	26935	Typ	Rch	TbAct	Drug repurposing	Repozycjonowanie leków	2014-12-19 14:32:00	2018-04-12	dkarczma	pl	
1369	26942	Typ	Rch	TbAct	Small molecule screening	Badanie przesiewowe małych cząsteczek	2014-12-19 14:32:00	2018-04-12	dkarczma	pl	
1371	26949	Typ	Rch	TbAct	Biotechnology innovation	Innowacja biotechnologiczna	2014-12-19 14:32:00	2018-04-12	dkarczma	pl	
1373	26956	Typ	Rch	TbAct	Induced pluripotent stem cells (iPS) creation / study	Badanie indukowanych pluripotencjanych komórek macierzystych	2014-12-19 14:32:00	2018-04-12	dkarczma	pl	
1375	26963	Typ	Rch	TbAct	Ontology / bioinformatics study	Badanie ontologiczne/bioinformatyczne	2014-12-19 14:32:00	2018-04-12	dkarczma	pl	
1377	26970	Typ	Rch	TbAct	Outcomes measures development	Badanie wskaźników skuteczności	2014-12-19 14:32:00	2018-04-12	dkarczma	pl	
1379	27180	Tps	P	TlHanPat	Permanent limitation	Ograniczenie całkowite	2015-04-08 11:05:00	2018-04-12	dkarczma	pl	
1381	27187	Tps	D	TlHanPat	Acquisition delay	Opóźnione nabywanie	2015-04-08 11:06:00	2018-04-12	dkarczma	pl	
1383	27194	Tps	T	TlHanPat	Transient limitation	Ograniczenie przejściowe	2015-04-08 11:07:00	2018-04-12	dkarczma	pl	
1385	27201	Fce	VF	TlHanPat	Very frequent	Bardzo często	2015-04-08 11:08:00	2018-04-12	dkarczma	pl	
1387	27208	Fce	F	TlHanPat	Frequent	Często	2015-04-07 10:37:00	2018-04-12	dkarczma	pl	
1389	27215	Fce	O	TlHanPat	Occasional	Sporadycznie	2015-04-07 10:37:00	2018-04-12	dkarczma	pl	
1391	27222	Sev	L	TlHanPat	Low	Niskie	2015-04-07 10:37:00	2018-04-12	dkarczma	pl	
1393	27229	Sev	LM	TlHanPat	Low to moderate	Niskie do umiarkowanego	2015-04-08 11:10:00	2018-04-12	dkarczma	pl	
1395	27236	Sev	M	TlHanPat	Moderate	Umiarkowane	2015-04-07 10:37:00	2018-04-12	dkarczma	pl	
1397	27243	Sev	MS	TlHanPat	Moderate to severe	Umiarkowane do ciężkiego	2015-04-08 11:11:00	2018-04-12	dkarczma	pl	
1399	27250	Sev	S	TlHanPat	Severe	Ciężkie	2015-04-07 10:37:00	2018-04-12	dkarczma	pl	
1401	27257	Sev	SC	TlHanPat	Severe to complete	Ciężkie do całkowitego	2015-04-08 11:12:00	2018-04-12	dkarczma	pl	
1403	27264	Sev	C	TlHanPat	Complete	Całkowite	2015-04-07 10:37:00	2018-04-12	dkarczma	pl	
1405	27271	Sev	U	TlHanPat	Unspecified	Niespecyficzne	2015-04-07 10:37:00	2018-04-12	dkarczma	pl	
1407	27278	Chx	AL	TbPatHan	Activity limitation/participation restriction	Ograniczenie aktywności/ograniczony udział	2015-04-07 10:37:00	2018-04-12	dkarczma	pl	
1409	27285	Chx	NA	TbPatHan	Not applicable	Nie dotyczy	2015-04-07 10:37:00	2018-04-12	dkarczma	pl	
1411	27292	Chx	NFD	TbPatHan	No functional disability	Brak niepełnosprawności funkcjonalnej	2015-04-07 10:37:00	2018-04-12	dkarczma	pl	
1413	27299	Rsn	Nnn	TbPatHan	Early death-causing disease	Choroba powodująca wczesną śmierć	2015-04-07 10:37:00	2018-04-12	dkarczma	pl	
1415	27306	Rsn	Nnn	TbPatHan	Hypervariable functioning	Bardzo zmienne funkcjonowanie	2015-04-07 10:37:00	2018-04-12	dkarczma	pl	
1417	27313	Rsn	Nnn	TbPatHan	Not applicable for another reason	Nie dotyczy z innego powodu	2015-04-07 10:37:00	2018-04-12	dkarczma	pl	
1419	27320	Sta	y	TbPatHan	Validated	Zwalidowany	2015-04-07 10:37:00	2018-04-12	dkarczma	pl	
1421	27327	Sta	n	TbPatHan	Not validated	Niezwalidowany	2015-04-07 10:37:00	2018-04-12	dkarczma	pl	
1423	27334	Sta	Reg	TbAct	RDConnect	RDConnect	2015-04-15 14:40:00	2018-04-12	dkarczma	pl	
1425	27341	Ass	Pat	TlPHP	Referred to	Odnoszący się do	2015-04-15 15:11:00	2018-04-12	dkarczma	pl	
1427	27348	Sta	Gal	TbPrs	IrdircMember	Członek Irdirc	2015-07-30 16:14:00	2018-04-12	dkarczma	pl	
1429	27397	Cod	Z	TlMAP	Not applicable	Nie dotyczy	2015-12-22 11:13:00	2018-04-12	dkarczma	pl	
1431	27446	Typ	Dgs	TbAct	Mycology	Mykologia	2015-10-23 17:46:00	2018-04-12	dkarczma	pl	
1433	28405	Fce	Nnn	TlHpoPat	Obligate (100%)	Obowiązkowy (100%)	2016-03-21 10:45:00	2018-04-12	dkarczma	pl	
1435	28412	Fce	Nnn	TlHpoPat	Very frequent (99-80%)	Bardzo częsty (99-80%)	2016-03-21 10:45:00	2018-04-12	dkarczma	pl	
1437	28419	Fce	Nnn	TlHpoPat	Frequent (79-30%)	Często (79-30%)	2016-03-21 10:45:00	2018-04-12	dkarczma	pl	
1439	28426	Fce	Nnn	TlHpoPat	Occasional (29-5%)	Sporadycznie (29-5%)	2016-03-21 10:45:00	2018-04-12	dkarczma	pl	
1441	28433	Fce	Nnn	TlHpoPat	Very rare (<4-1%)	Bardzo rzadko (<4-1%)	2016-03-21 10:45:00	2018-04-12	dkarczma	pl	
1443	28440	Fce	Nnn	TlHpoPat	Excluded (0%)	Wykluczone (0%)	2016-06-06 12:38:00	2018-04-12	dkarczma	pl	
1445	28447	Crt	Nnn	TlHpoPat	Pathognomonic sign	Objaw patognomoniczny	2016-03-21 10:45:00	2018-04-12	dkarczma	pl	
1447	28454	Crt	Nnn	TlHpoPat	Diagnostic criterion	Kryterium diagnostyczne	2016-03-21 10:45:00	2018-04-12	dkarczma	pl	
1449	28461	Crt	Nnn	TlHpoPat	Exclusion criterion	Kryterium wykluczające	2016-03-21 10:45:00	2018-04-12	dkarczma	pl	
1451	28468	Tch	Spc	TbTch	Molecular genetics	Genetyka molekularna	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1453	28475	Tch	Obj	TbTch	Targeted mutation analysis	Celowana analiza mutacji 	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1455	28482	Tch	Obj	TbTch	Mutation scanning/screening and sequence analysis of selected exons	Badanie przesiewowe w kierunku mutacji i analiza sekwencji wybranych eksonów	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1457	28489	Tch	Obj	TbTch	Sequence analysis: entire coding region	Analiza sekwencji: całego regionu kodującego	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1459	28496	Tch	Obj	TbTch	Uniparental disomy study	Badanie disomii jedorodzicielskiej	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1461	28503	Tch	Obj	TbTch	Methylation analysis	Badanie metylacji	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1463	28510	Tch	Obj	TbTch	Deletion / Duplication analysis	Analiza duplikacji/ delecji	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1465	28517	Tch	Spc	TbTch	Cytogenetics	Cytogenetyka	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1467	28524	Tch	Obj	TbTch	Detection of chromosome alterations large in size	Wykrywanie 	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1469	28531	Tch	Obj	TbTch	Detection of microdeletions/microduplications	Wykrywanie mikrodelecji/mikroduplikacji	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1471	28538	Tch	Obj	TbTch	Chromosomal instability	Niestabilność chromosomowa	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1473	28545	Tch	Spc	TbTch	Biochemical genetics	Genetyka biochemiczna	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1475	28552	Tch	Obj	TbTch	Analyte / Enzyme assay	Analiza enzymatyczna	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1477	28559	Tch	Tch	TbTch	Microsatellite analysis	Analiza mikrosatelitów	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1479	28566	Tch	Obj	TbTch	Protein expression	Ekspresja białek	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1481	28573	Tch	Spc	TbTch	Parasitology	Parazytologia	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1483	28580	Tch	Spc	TbTch	Bacteriology	Bakteriologia	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1485	28587	Tch	Spc	TbTch	Virology	Wirusoloia	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1487	28594	Tch	Spc	TbTch	Mycology	Mykologia	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1489	28601	Tch	Spc	TbTch	Immunology	Immunologia	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1491	28608	Tch	Spc	TbTch	Hematology	Hematalogia	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1493	28615	Tch	Tch	TbTch	NGS sequencing (except WES)	Sekwencjonowanie NGS (bez WES)	2016-03-22 14:43:00	2018-04-12	dkarczma	pl	
1495	28622	Tch	Spc	TbTch	Pathology	Patologia	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1497	28629	Tch	Spc	TbTch	Imaging	Obrazowanie	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1499	28636	Tch	Tch	TbTch	M-FISH/SKY	M-FISH/SKY	2016-03-22 14:43:00	2018-04-12	dkarczma	pl	
1501	28643	Tch	Spc	TbTch	Other	Inne	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1503	28650	Tch	Tch	TbTch	Sanger sequencing	Sekwencjonowanie metodą Sangera	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1505	28657	Tch	Tch	TbTch	PCR based techniques	Badanie metodą PCR	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1507	28664	Tch	Tch	TbTch	MLPA based techniques	Badanie metodą MLPA	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1509	28671	Tch	Tch	TbTch	Array based techniques	Badanie metodą macierzy	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1511	28678	Tch	Tch	TbTch	Chromosome breakage analysis	Analiza łamliwości chromosomów	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1513	28685	Tch	Tch	TbTch	BS-Pyrosequencing	BS-Pirosekwencjonowanie	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1515	28692	Tch	Tch	TbTch	FISH	FISH	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1517	28699	Tch	Tch	TbTch	Karyotyping	Kariotypowanie	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1519	28706	Tch	Tch	TbTch	Immunohistochemistry	Immunohistochemia	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1521	28713	Tch	Tch	TbTch	Western Blot	Western Blot	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1523	28720	Tch	Tch	TbTch	Whole Exome Sequencing (WES)	Sekwencjonowanie całoeksomowe (WES)	2016-03-22 14:43:00	2018-04-12	dkarczma	pl	
1525	28727	Pur	Pur	TbTch	Antenatal diagnosis	Diagnostyka prenatalna	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1527	28734	Pur	Pur	TbTch	Pre-implantation diagnosis	Diagnostyka przedimplantacyjna	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1529	28741	Pur	Pur	TbTch	Post-natal diagnosis	Diagnostyka postnatalna	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1531	28748	Pur	Pur	TbTch	Pre-symptomatic diagnosis	Diagnostyka przedobjawowa	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1533	28755	Pur	Pur	TbTch	Pharmacogenetics	Farmakogenetyka	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1535	28762	Pur	Pur	TbTch	Somatic genetics	Genetyka	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1537	28769	Pur	Pur	TbTch	Risk assessment	Szacowanie ryzyka	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1539	28776	Pur	Pur	TbTch	Newborn screening	Badanie przesiewowe noworodków	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1541	28783	Pur	Pur	TbTch	Not defined	Niezdefiniowany	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1543	28790	Tch	Obj	TbTch	Not defined	Niezdefiniowany	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1545	28797	Tch	Tch	TbTch	Not defined	Niezdefiniowany	2016-03-22 14:38:00	2018-04-12	dkarczma	pl	
1547	29686	Ass	Gen	TlPHP	Biomarker tested in	Biomarker badany w 	2016-12-16 14:19:00	2018-04-12	dkarczma	pl	
1549	29693	Typ	Rch	TbAct	CRISPR-Cas9 study	Badanie CRISPR-Cas9	2016-10-05 16:58:00	2018-04-12	dkarczma	pl	
1551	31066	Sta	Nnn	TbAct	Member of a European Reference Network (ERN)	Członek Europejskiej Sieci Referencyjnej (ERN)	2017-06-06 13:36:00	2018-04-12	dkarczma	pl	
1553	32410	Pnl	Nnn	TbPat	In-silico		2018-04-04 11:45:00		dbo	pl	
1555	33334	Typ	Rch	TbAct	Biorepositories development/creation		2018-07-10 10:06:00		dbo	pl	
1557	33341	Typ	Rch	TbAct	Databases & Registries development/creation		2018-07-10 10:06:00		dbo	pl	
